"creelID","Region","FishingMode","site_method","species","species_group"
"FI_lussier_county_park_20220712_creel_1","Inland","Boat","Inland Boat","black_crappie","Panfish"
"FI_lussier_county_park_20220712_creel_3","Inland","Boat","Inland Boat","bluegill","Panfish"
"FI_lussier_county_park_20220712_creel_4","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"FI_lussier_county_park_20220712_creel_4","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"LG_little_st_germain_20220712_creel_1","Rural","Boat","Rural Boat","panfish","Panfish"
"LG_little_st_germain_20220712_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"UG_upper_gresham_20220714_creel_11","Rural","Boat","Rural Boat","walleye","Gamefish"
"UG_upper_gresham_20220714_creel_11","Rural","Boat","Rural Boat","bluegill","Panfish"
"UG_upper_gresham_20220714_creel_11","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"UG_upper_gresham_20220714_creel_11","Rural","Boat","Rural Boat","black_crappie","Panfish"
"UG_upper_gresham_20220714_creel_13","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"UG_upper_gresham_20220714_creel_13","Rural","Boat","Rural Boat","panfish","Panfish"
"UG_upper_gresham_20220714_creel_13","Rural","Boat","Rural Boat","rock_bass","Panfish"
"UG_upper_gresham_20220714_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"UG_upper_gresham_20220714_creel_2","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"UG_upper_gresham_20220714_creel_2","Rural","Boat","Rural Boat","panfish","Panfish"
"UG_upper_gresham_20220714_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"UG_upper_gresham_20220714_creel_2","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"UG_upper_gresham_20220714_creel_8","Rural","Shore",NA,"walleye","Gamefish"
"UG_upper_gresham_20220714_creel_8","Rural","Shore",NA,"largemouth_bass","Gamefish"
"UG_upper_gresham_20220714_creel_8","Rural","Shore",NA,"bluegill","Panfish"
"UG_upper_gresham_20220714_creel_5","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"UG_upper_gresham_20220714_creel_5","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"UG_upper_gresham_20220714_creel_10","Rural","Shore",NA,"smallmouth_bass","Gamefish"
"UG_upper_gresham_20220714_creel_10","Rural","Shore",NA,"bluegill","Panfish"
"YA_cherokee_marsh_20220714_creel_2","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"YA_cherokee_marsh_20220714_creel_2","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"YA_cherokee_marsh_20220714_creel_4","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"YA_cherokee_marsh_20220714_creel_4","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"ML_law_park_20220715_creel_3","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"ML_law_park_20220715_creel_3","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"ML_law_park_20220715_creel_3","Inland","Shore","Inland Shore","bluegill","Panfish"
"ML_law_park_20220715_creel_3","Inland","Shore","Inland Shore","black_crappie","Panfish"
"ML_law_park_20220715_creel_3","Inland","Shore","Inland Shore","rock_bass","Panfish"
"ML_law_park_20220715_creel_4","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"ML_law_park_20220715_creel_4","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"ML_law_park_20220715_creel_5",NA,NA,NA,"walleye","Gamefish"
"ML_law_park_20220715_creel_5",NA,NA,NA,"largemouth_bass","Gamefish"
"ML_law_park_20220715_creel_5",NA,NA,NA,"smallmouth_bass","Gamefish"
"ML_law_park_20220715_creel_2",NA,NA,NA,"largemouth_bass","Gamefish"
"ML_law_park_20220715_creel_2",NA,NA,NA,"rock_bass","Panfish"
"ML_law_park_20220715_creel_10","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"ML_law_park_20220715_creel_6","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"ML_law_park_20220715_creel_7","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"MD_warner_park_20220716_creel_1","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220716_creel_1","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_warner_park_20220716_creel_1","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_warner_park_20220716_creel_1","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_warner_park_20220716_creel_2","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_warner_park_20220716_creel_2","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_warner_park_20220716_creel_2","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"WC_wildcat_20220716_creel_1","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"WC_wildcat_20220716_creel_1","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"WC_wildcat_20220716_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"WC_wildcat_20220716_creel_1","Rural","Boat","Rural Boat","panfish","Panfish"
"WC_wildcat_20220716_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"WC_wildcat_20220716_creel_4","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"MD_warner_park_20220716_creel_6","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220716_creel_6","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_warner_park_20220716_creel_7","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_warner_park_20220716_creel_7","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_warner_park_20220716_creel_7","Inland","Boat","Inland Boat","black_crappie","Panfish"
"MD_warner_park_20220716_creel_5","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_warner_park_20220716_creel_5","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_warner_park_20220716_creel_5","Inland","Boat","Inland Boat","black_crappie","Panfish"
"MD_warner_park_20220716_creel_11","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220716_creel_14","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220716_creel_14","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_warner_park_20220716_creel_16","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_warner_park_20220716_creel_16","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220716_creel_16","Inland","Boat","Inland Boat","white_bass","Panfish"
"MD_warner_park_20220716_creel_16","Inland","Boat","Inland Boat","drum","Other / Non-game"
"MD_warner_park_20220716_creel_17","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220716_creel_17","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_warner_park_20220716_creel_17","Inland","Boat","Inland Boat","drum","Other / Non-game"
"MD_warner_park_20220716_creel_18","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220716_creel_18","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_warner_park_20220716_creel_18","Inland","Boat","Inland Boat","white_bass","Panfish"
"MD_warner_park_20220716_creel_18","Inland","Boat","Inland Boat","drum","Other / Non-game"
"MD_warner_park_20220716_creel_20","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_warner_park_20220716_creel_20","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_warner_park_20220716_creel_21","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220716_creel_21","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_warner_park_20220716_creel_21","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_warner_park_20220716_creel_21","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_mendota_county_park_20220717_creel_2","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"BV_big_arbor_vitae_20220718_creel_4","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BV_big_arbor_vitae_20220718_creel_4","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"BV_big_arbor_vitae_20220718_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"BV_big_arbor_vitae_20220718_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BV_big_arbor_vitae_20220718_creel_4","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BV_big_arbor_vitae_20220718_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"BV_big_arbor_vitae_20220718_creel_1","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"BV_big_arbor_vitae_20220718_creel_1","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BV_big_arbor_vitae_20220718_creel_3","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BV_big_arbor_vitae_20220718_creel_3","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"UM_lottes_park_20220720_creel_3","Inland","Boat","Inland Boat","bluegill","Panfish"
"BL_ballard_20220720_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"BL_ballard_20220720_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BL_ballard_20220720_creel_4","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BL_ballard_20220720_creel_1","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"BL_ballard_20220720_creel_1","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BL_ballard_20220720_creel_2","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"BL_ballard_20220720_creel_2","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BL_ballard_20220720_creel_5","Rural","Boat","Rural Boat","black_crappie","Panfish"
"BL_ballard_20220720_creel_7","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BL_ballard_20220720_creel_12","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"BL_ballard_20220720_creel_12","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"BL_ballard_20220720_creel_12","Rural","Boat","Rural Boat","bluegill","Panfish"
"BL_ballard_20220720_creel_12","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BL_ballard_20220720_creel_12","Rural","Boat","Rural Boat","rock_bass","Panfish"
"BL_ballard_20220720_creel_12","Rural","Boat","Rural Boat","black_crappie","Panfish"
"MD_warner_park_20220721_creel_2","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220721_creel_2","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_warner_park_20220721_creel_2","Inland","Boat","Inland Boat","drum","Other / Non-game"
"MD_warner_park_20220721_creel_5","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_warner_park_20220721_creel_5","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_warner_park_20220721_creel_9","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_warner_park_20220721_creel_9","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_warner_park_20220721_creel_10","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_warner_park_20220721_creel_18","Inland","Boat","Inland Boat","white_bass","Panfish"
"FI_lussier_county_park_20220723_creel_2","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"FI_lussier_county_park_20220723_creel_2","Inland","Boat","Inland Boat","bluegill","Panfish"
"FI_lussier_county_park_20220723_creel_2","Inland","Boat","Inland Boat","black_crappie","Panfish"
"FI_lussier_county_park_20220723_creel_16","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"FI_lussier_county_park_20220723_creel_6","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"FI_lussier_county_park_20220723_creel_6","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"FI_lussier_county_park_20220723_creel_8","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"FI_lussier_county_park_20220723_creel_4",NA,NA,NA,"largemouth_bass","Gamefish"
"FI_lussier_county_park_20220723_creel_4",NA,NA,NA,"smallmouth_bass","Gamefish"
"FI_lussier_county_park_20220723_creel_3","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"FI_lussier_county_park_20220723_creel_15","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"FI_lussier_county_park_20220723_creel_15","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"LV_little_arbor_vitae_20220724_creel_4","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"LV_little_arbor_vitae_20220724_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"LV_little_arbor_vitae_20220724_creel_4","Rural","Boat","Rural Boat","rock_bass","Panfish"
"LV_little_arbor_vitae_20220724_creel_6","Rural","Boat","Rural Boat","walleye","Gamefish"
"LV_little_arbor_vitae_20220724_creel_6","Rural","Boat","Rural Boat","black_crappie","Panfish"
"LV_little_arbor_vitae_20220724_creel_6","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"LV_little_arbor_vitae_20220724_creel_3","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"LV_little_arbor_vitae_20220724_creel_3","Rural","Boat","Rural Boat","walleye","Gamefish"
"LV_little_arbor_vitae_20220724_creel_3","Rural","Boat","Rural Boat","rock_bass","Panfish"
"LV_little_arbor_vitae_20220724_creel_7","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"LV_little_arbor_vitae_20220724_creel_7","Rural","Boat","Rural Boat","black_crappie","Panfish"
"LV_little_arbor_vitae_20220724_creel_7","Rural","Boat","Rural Boat","rock_bass","Panfish"
"LV_little_arbor_vitae_20220724_creel_1","Rural","Boat","Rural Boat","bluegill","Panfish"
"LV_little_arbor_vitae_20220724_creel_1","Rural","Boat","Rural Boat","walleye","Gamefish"
"BS_big_st_germain_20220726_creel_6","Rural","Boat","Rural Boat","bluegill","Panfish"
"BS_big_st_germain_20220726_creel_6","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BS_big_st_germain_20220726_creel_7","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"BS_big_st_germain_20220726_creel_7","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"WI_wingra_boats_20220729_creel_7","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"WI_wingra_boats_20220729_creel_7","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_wingra_boats_20220729_creel_4","Inland","Boat","Inland Boat","walleye","Gamefish"
"WI_wingra_boats_20220729_creel_4","Inland","Boat","Inland Boat","muskellunge","Gamefish"
"WI_wingra_boats_20220729_creel_4","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"WI_wingra_boats_20220729_creel_4","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WI_wingra_boats_20220729_creel_4","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"WI_wingra_boats_20220729_creel_4","Inland","Boat","Inland Boat","bluegill","Panfish"
"WI_wingra_boats_20220729_creel_4","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"WI_wingra_boats_20220729_creel_4","Inland","Boat","Inland Boat","black_crappie","Panfish"
"WI_wingra_boats_20220729_creel_8","Inland","Shore","Inland Shore","walleye","Gamefish"
"WI_wingra_boats_20220729_creel_8","Inland","Shore","Inland Shore","muskellunge","Gamefish"
"WI_wingra_boats_20220729_creel_8","Inland","Shore","Inland Shore","northern_pike","Gamefish"
"WI_wingra_boats_20220729_creel_8","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"WI_wingra_boats_20220729_creel_8","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"WI_wingra_boats_20220729_creel_8","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_wingra_boats_20220729_creel_8","Inland","Shore","Inland Shore","yellow_perch","Panfish"
"WI_wingra_boats_20220729_creel_8","Inland","Shore","Inland Shore","black_crappie","Panfish"
"WI_wingra_boats_20220729_creel_10","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WI_wingra_boats_20220729_creel_3","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_wingra_boats_20220729_creel_1","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WI_wingra_boats_20220729_creel_1","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"WI_wingra_boats_20220729_creel_1","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_marshall_park_20220731_creel_2","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_marshall_park_20220731_creel_2","Inland","Boat","Inland Boat","muskellunge","Gamefish"
"MD_marshall_park_20220731_creel_2","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_marshall_park_20220731_creel_2","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_marshall_park_20220731_creel_2","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220731_creel_2","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_marshall_park_20220731_creel_2","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_marshall_park_20220731_creel_5","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_marshall_park_20220731_creel_5","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_marshall_park_20220731_creel_5","Inland","Boat","Inland Boat","rock_bass","Panfish"
"MD_marshall_park_20220731_creel_8","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_marshall_park_20220731_creel_8","Inland","Boat","Inland Boat","muskellunge","Gamefish"
"MD_marshall_park_20220731_creel_8","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_marshall_park_20220731_creel_8","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_marshall_park_20220731_creel_8","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220731_creel_8","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_marshall_park_20220731_creel_8","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_marshall_park_20220731_creel_9","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220731_creel_9","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_marshall_park_20220731_creel_10","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_marshall_park_20220731_creel_11","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_marshall_park_20220731_creel_11","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220731_creel_16","Inland","Boat","Inland Boat","white_bass","Panfish"
"ML_law_park_20220803_creel_1","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"ML_law_park_20220803_creel_1","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"BO_boulder_20220803_creel_1","Rural","Shore",NA,"yellow_perch","Panfish"
"MD_tenney_park_20220805_creel_5","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_tenney_park_20220805_creel_5","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_tenney_park_20220805_creel_5","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_tenney_park_20220805_creel_5","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_tenney_park_20220805_creel_5","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_tenney_park_20220805_creel_5","Inland","Boat","Inland Boat","rock_bass","Panfish"
"MD_tenney_park_20220805_creel_3","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_tenney_park_20220805_creel_3","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_tenney_park_20220805_creel_3","Inland","Boat","Inland Boat","rock_bass","Panfish"
"ML_olbrich_park_20220806_creel_1","Inland","Boat","Inland Boat","bluegill","Panfish"
"ML_olbrich_park_20220806_creel_8","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"ML_olbrich_park_20220806_creel_8","Inland","Boat","Inland Boat","bluegill","Panfish"
"ML_olbrich_park_20220806_creel_8","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"ML_olbrich_park_20220806_creel_8","Inland","Boat","Inland Boat","drum","Other / Non-game"
"ML_olbrich_park_20220806_creel_13","Inland","Boat","Inland Boat","bluegill","Panfish"
"ML_olbrich_park_20220806_creel_13","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"ML_olbrich_park_20220806_creel_17","Inland","Boat","Inland Boat","bluegill","Panfish"
"ML_olbrich_park_20220806_creel_17","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"ML_olbrich_park_20220806_creel_6","Inland","Boat","Inland Boat","walleye","Gamefish"
"ML_olbrich_park_20220806_creel_6","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"ML_olbrich_park_20220806_creel_6","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"ML_olbrich_park_20220806_creel_6","Inland","Boat","Inland Boat","bluegill","Panfish"
"ML_olbrich_park_20220806_creel_6","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"ML_olbrich_park_20220806_creel_6","Inland","Boat","Inland Boat","drum","Other / Non-game"
"ML_olbrich_park_20220806_creel_20","Inland","Boat","Inland Boat","bluegill","Panfish"
"ML_olbrich_park_20220806_creel_20","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"ML_olbrich_park_20220806_creel_7","Inland","Boat","Inland Boat","walleye","Gamefish"
"ML_olbrich_park_20220806_creel_7","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"ML_olbrich_park_20220806_creel_7","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"ML_olbrich_park_20220806_creel_7","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"ML_olbrich_park_20220806_creel_10","Inland","Boat","Inland Boat","bluegill","Panfish"
"ML_olbrich_park_20220806_creel_10","Inland","Boat","Inland Boat","walleye","Gamefish"
"ML_olbrich_park_20220806_creel_16","Inland","Boat","Inland Boat","bluegill","Panfish"
"ML_olbrich_park_20220806_creel_18","Inland","Boat","Inland Boat","bluegill","Panfish"
"AQ_allequash_20220807_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_allequash_20220807_creel_2","Rural","Boat","Rural Boat","black_crappie","Panfish"
"AQ_allequash_20220807_creel_1","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"AQ_allequash_20220807_creel_1","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"AQ_allequash_20220807_creel_1","Rural","Boat","Rural Boat","black_crappie","Panfish"
"FI_lussier_county_park_20220807_creel_1","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"AQ_allequash_20220807_creel_4","Rural","Boat","Rural Boat","walleye","Gamefish"
"AQ_allequash_20220807_creel_4","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"AQ_allequash_20220807_creel_4","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_allequash_20220807_creel_9","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"AQ_allequash_20220807_creel_9","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_allequash_20220807_creel_11","Rural","Boat","Rural Boat","bluegill","Panfish"
"AQ_allequash_20220807_creel_5","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"AQ_allequash_20220807_creel_5","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"MD_tenney_park_20220808_creel_9","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"MD_tenney_park_20220808_creel_9","Inland","Shore","Inland Shore","bluegill","Panfish"
"MD_tenney_park_20220808_creel_9","Inland","Shore","Inland Shore","black_bullhead","Other / Non-game"
"MD_tenney_park_20220808_creel_9","Inland","Shore","Inland Shore","rock_bass","Panfish"
"MD_tenney_park_20220808_creel_9","Inland","Shore","Inland Shore","drum","Other / Non-game"
"MD_tenney_park_20220808_creel_1","Inland","Shore","Inland Shore","drum","Other / Non-game"
"MD_tenney_park_20220808_creel_1","Inland","Shore","Inland Shore","bigmouth_buffalo","Other / Non-game"
"MD_tenney_park_20220808_creel_6","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"MD_tenney_park_20220808_creel_6","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"MD_tenney_park_20220808_creel_6","Inland","Shore","Inland Shore","drum","Other / Non-game"
"MD_tenney_park_20220808_creel_6","Inland","Shore","Inland Shore","bowfin","Other / Non-game"
"MD_tenney_park_20220808_creel_4","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_tenney_park_20220808_creel_4","Inland","Boat","Inland Boat","muskellunge","Gamefish"
"MD_tenney_park_20220808_creel_4","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_tenney_park_20220808_creel_4","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_tenney_park_20220808_creel_4","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_tenney_park_20220808_creel_4","Inland","Boat","Inland Boat","bluegill","Panfish"
"MD_tenney_park_20220808_creel_4","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_tenney_park_20220808_creel_3","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"MD_tenney_park_20220808_creel_3","Inland","Shore","Inland Shore","bluegill","Panfish"
"FI_lussier_county_park_20220809_creel_4","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"FI_lussier_county_park_20220809_creel_4","Inland","Boat","Inland Boat","bluegill","Panfish"
"FI_lussier_county_park_20220809_creel_4","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"FI_lussier_county_park_20220809_creel_4","Inland","Boat","Inland Boat","black_crappie","Panfish"
"FI_lussier_county_park_20220809_creel_5","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"FI_lussier_county_park_20220809_creel_5","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"LV_little_arbor_vitae_20220809_creel_2","Rural","Boat","Rural Boat","bluegill","Panfish"
"LV_little_arbor_vitae_20220809_creel_2","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"LV_little_arbor_vitae_20220809_creel_1","Rural","Shore",NA,"muskellunge","Gamefish"
"LV_little_arbor_vitae_20220809_creel_1","Rural","Shore",NA,"smallmouth_bass","Gamefish"
"LV_little_arbor_vitae_20220809_creel_1","Rural","Shore",NA,"bluegill","Panfish"
"FI_lussier_county_park_20220809_creel_3","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"FI_lussier_county_park_20220809_creel_1","Inland","Boat","Inland Boat","bluegill","Panfish"
"FI_lussier_county_park_20220809_creel_1","Inland","Boat","Inland Boat","black_crappie","Panfish"
"LV_little_arbor_vitae_20220809_creel_5","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"FI_lussier_county_park_20220809_creel_2","Inland","Boat","Inland Boat","walleye","Gamefish"
"FI_lussier_county_park_20220809_creel_2","Inland","Boat","Inland Boat","muskellunge","Gamefish"
"FI_lussier_county_park_20220809_creel_2","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"FI_lussier_county_park_20220809_creel_2","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"FI_lussier_county_park_20220809_creel_2","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"FI_lussier_county_park_20220809_creel_2","Inland","Boat","Inland Boat","bluegill","Panfish"
"FI_lussier_county_park_20220809_creel_2","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"FI_lussier_county_park_20220809_creel_2","Inland","Boat","Inland Boat","black_crappie","Panfish"
"BS_big_st_germain_20220810_creel_12","Rural","Boat","Rural Boat","walleye","Gamefish"
"BS_big_st_germain_20220810_creel_12","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"BS_big_st_germain_20220810_creel_12","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"BS_big_st_germain_20220810_creel_12","Rural","Boat","Rural Boat","black_crappie","Panfish"
